ConflictId,Year,ISO-3166-1,Location,SideA,SideA2nd,SideB,SideBID,SideB2nd,Incompatibility,TerritoryName,IntensityLevel,CumulativeIntensity,TypeOfConflict,StartDate,StartPrec,StartDate2,StartPrec2,EpEnd,EpEndDate,EpEndPrec,GWNoA,GWNoA2nd,GWNoB,GWNoB2nd,GWNoLoc,Region,Version,
1-157,1987,LKA,Sri Lanka,Government of Sri Lanka,,LTTE,1163,,1,Eelam,2,1,3,1975-07-27,1,1984-09-01,1,0,,,780,,,,780,3,4.0-2015,
1-135,1987,MAR,Morocco,Government of Morocco,,POLISARIO,1417,,1,Western Sahara,1,1,3,1975-09-01,1,1975-11-04,1,0,,,600,,,,600,4,4.0-2015,
1-131,1987,AGO,Angola,Government of Angola,Government of Cuba,UNITA,1421,Government of South Africa,2,,2,1,4,1975-11-11,1,1975-11-11,1,0,,,540,40,,560,540,4,4.0-2015,
1-134,1987,IDN,Indonesia,Government of Indonesia,,Fretilin,1132,,1,East Timor,1,1,3,1975-12-07,1,1975-12-07,1,0,,,850,,,,850,3,4.0-2015,
1-137,1987,AFG,Afghanistan,Government of Afghanistan,Government of Russia (Soviet Union),"Harakat-i Inqilab-i Islami-yi Afghanistan , Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Ittihad-i Islami Bara-yi Azadi-yi Afghanistan , Jabha-yi Nijat-i Milli-yi Afghanistan , Jam'iyyat-i Islami-yi Afghanistan, Mahaz-i Milli-yi Islami-yi Afghanistan ","1135, 1141, 1136, 1139, 1137, 1134, 1138",,2,,2,1,4,1975-12-31,5,1978-04-27,1,0,,,700,365,,,700,3,4.0-2015,
1-136,1987,MOZ,Mozambique,Government of Mozambique,"Government of Tanzania, Government of Zimbabwe (Rhodesia)",Renamo,1347,,2,,2,1,4,1977-12-31,6,1977-12-31,6,0,,,541,"510, 552",,,541,4,4.0-2015,
1-150,1987,ZAF,South Africa,Government of South Africa,,ANC,1364,,2,,1,0,3,1978-02-01,1,1985-06-26,1,0,,,560,,,,560,4,4.0-2015,
1-152,1987,IND,India,Government of India,,PLA,1157,,1,Manipur,1,0,3,1979-04-26,1,1982-07-31,3,0,,,750,,,,750,3,4.0-2015,
1-139,1987,IND,India,Government of India,,TNV,1148,,1,Tripura,1,0,3,1979-07-09,1,1979-12-31,5,0,,,750,,,,750,3,4.0-2015,
1-156,1987,IND,India,Government of India,,Sikh insurgents,1162,,1,Punjab/Khalistan,1,1,3,1981-09-20,1,1983-12-31,5,0,,,750,,,,750,3,4.0-2015,
1-141,1987,SOM,Somalia,Government of Somalia,,SNM,1350,,2,,1,0,3,1982-01-18,1,1986-03-03,2,0,,,520,,,,520,4,4.0-2015,
1-161,1987,,"Laos, Thailand",Government of Laos,,Government of Thailand,800,,1,Common Border,1,0,2,1982-06-16,1,1986-12-31,5,0,,,812,,800,,"800, 812",3,4.0-2015,
1-159,1987,TUR,Turkey,Government of Turkey,,PKK,1166,,1,Kurdistan,1,1,3,1983-05-01,1,1984-08-15,1,0,,,640,,,,640,2,4.0-2015,
1-162,1987,SUR,Suriname,Government of Surinam,,SLA,1621,,2,,1,0,3,1986-08-21,1,1987-10-12,1,1,1987-12-31,5,115,,,,115,5,4.0-2015,
1-166,1987,,"Chad, Libya",Government of Chad,,Government of Libya,620,,1,Aozou strip,2,1,2,1987-08-08,1,1987-08-08,1,1,1987-09-12,1,483,,620,,"483, 620",4,4.0-2015,
1-165,1987,BFA,Burkina Faso,Government of Burkina Faso,,Popular Front,1369,,2,,1,0,3,1987-10-15,1,1987-10-15,1,1,1987-10-15,1,439,,,,439,4,4.0-2015,
1-6,1988,IRN,Iran,Government of Iran,,KDPI,1005,,1,Kurdistan,1,1,3,1946-05-31,3,1979-12-31,5,1,1988-12-31,5,630,,,,630,2,4.0-2015,
1-10,1988,PHL,Philippines,Government of Philippines,,CPP,1010,,2,,1,1,3,1946-07-31,4,1969-09-30,4,0,,,840,,,,840,3,4.0-2015,
1-24,1988,MMR,Myanmar (Burma),Government of Myanmar (Burma),,CPB,1023,,2,,2,1,3,1948-02-29,4,1948-02-29,4,1,1988-12-31,1,775,,,,775,3,4.0-2015,
1-37,1988,ISR,Israel,Government of Israel,,"PLO, Rejectionist Front","1046, 1951",,1,Palestine,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,4.0-2015,
1-23,1988,MMR,Myanmar (Burma),Government of Myanmar (Burma),,KNU,1021,,1,Karen,1,1,3,1948-12-31,3,1949-01-15,1,0,,,775,,,,775,3,4.0-2015,
1-36,1988,GTM,Guatemala,Government of Guatemala,,URNG,1593,,2,,1,1,3,1949-07-18,1,1965-12-31,5,0,,,90,,,,90,5,4.0-2015,
1-34,1988,MMR,Myanmar (Burma),Government of Myanmar (Burma),,KIO,1043,,1,Kachin,1,1,3,1949-12-31,6,1961-02-28,4,0,,,775,,,,775,3,4.0-2015,
1-67,1988,MMR,Myanmar (Burma),Government of Myanmar (Burma),,MTA,1097,,1,Shan,1,1,3,1959-11-22,1,1976-08-31,4,1,1988-12-31,5,775,,,,775,3,4.0-2015,
1-70,1988,ETH,Ethiopia,Government of Ethiopia,,TPLF,1255,,2,,2,1,3,1960-12-17,2,1976-06-02,2,0,,,530,,,,530,4,4.0-2015,
1-78,1988,ETH,Ethiopia,Government of Ethiopia,,EPLF,1261,,1,Eritrea,2,1,3,1961-09-30,3,1964-03-15,1,0,,,530,,,,530,4,4.0-2015,
1-74,1988,IRQ,Iraq,Government of Iraq,,"KDP, PUK","1102, 1103",,1,Kurdistan,2,1,3,1961-12-31,3,1973-07-31,3,0,,,645,,,,645,2,4.0-2015,
1-95,1988,PER,Peru,Government of Peru,,Sendero Luminoso,1611,,2,,2,1,3,1963-05-15,1,1982-08-22,2,0,,,135,,,,135,5,4.0-2015,
1-92,1988,COL,Colombia,Government of Colombia,,"ELN, EPL, FARC, M-19","1605, 1607, 1604, 1606",,2,,1,1,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2015,
1-101,1988,ZAF,South Africa,Government of South Africa,,SWAPO,1307,,1,Namibia,2,1,3,1966-08-26,1,1966-12-31,5,1,1988-08-08,1,560,,,,560,4,4.0-2015,
1-103,1988,KHM,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),Government of Vietnam (North Vietnam),"FUNCINPEC, KPNLF, KR","1115, 1114, 1112",,2,,1,1,4,1967-04-30,3,1978-12-30,2,0,,,811,816,,,811,3,4.0-2015,
1-119,1988,GBR,United Kingdom,Government of United Kingdom,,PIRA,1124,,1,Northern Ireland,1,1,3,1970-08-11,1,1971-08-31,3,0,,,200,,,,200,1,4.0-2015,
1-112,1988,PHL,Philippines,Government of Philippines,,MNLF,1117,,1,Mindanao,1,1,3,1970-08-20,1,1970-08-20,1,0,,,840,,,,840,3,4.0-2015,
1-118,1988,UGA,Uganda,Government of Uganda,,"Lord's Army, LRA, UPA","1335, 1336, 1334",,2,,2,1,3,1971-01-25,1,1979-01-22,2,0,,,500,,,,500,4,4.0-2015,
1-113,1988,SDN,Sudan,Government of Sudan,,SPLM/A,1312,,2,,2,1,3,1971-07-22,1,1983-05-17,1,0,,,625,,,,625,4,4.0-2015,
1-120,1988,SLV,El Salvador,Government of El Salvador,,FMLN,1616,,2,,2,1,3,1972-03-25,1,1979-09-14,1,0,,,92,,,,92,5,4.0-2015,
1-128,1988,,"Iran, Iraq",Government of Iran,,Government of Iraq,645,,3,Various,2,1,2,1972-04-11,1,1980-09-23,1,1,1988-08-20,1,630,,645,,"630, 645",2,4.0-2015,
1-143,1988,IRN,Iran,Government of Iran,,MEK,1151,,2,,1,1,3,1972-08-13,1,1986-12-31,5,1,1988-12-31,5,630,,,,630,2,4.0-2015,
1-138,1988,,"China, Vietnam (North Vietnam)",Government of China,,Government of Vietnam (North Vietnam),816,,1,Various,1,1,2,1974-01-19,1,1986-12-31,5,1,1988-12-31,5,710,,816,,"710, 816",3,4.0-2015,
1-219,1988,ETH,Ethiopia,Government of Ethiopia,,OLF,1404,,1,Oromiya,1,1,3,1974-08-31,4,1983-07-31,3,0,,,530,,,,530,4,4.0-2015,
1-140,1988,NIC,Nicaragua,Government of Nicaragua,,Contras/FDN,1620,,2,,2,1,3,1974-12-27,2,1982-04-17,1,0,,,93,,,,93,5,4.0-2015,
1-126,1988,BGD,Bangladesh,Government of Bangladesh,,JSS/SB,1127,,1,Chittagong Hill Tracts,1,1,3,1975-02-28,4,1975-02-28,4,0,,,771,,,,771,3,4.0-2015,
1-157,1988,LKA,Sri Lanka,Government of Sri Lanka,,LTTE,1163,,1,Eelam,1,1,3,1975-07-27,1,1984-09-01,1,0,,,780,,,,780,3,4.0-2015,
1-135,1988,MAR,Morocco,Government of Morocco,,POLISARIO,1417,,1,Western Sahara,1,1,3,1975-09-01,1,1975-11-04,1,0,,,600,,,,600,4,4.0-2015,
1-131,1988,AGO,Angola,Government of Angola,Government of Cuba,UNITA,1421,Government of South Africa,2,,2,1,4,1975-11-11,1,1975-11-11,1,0,,,540,40,,560,540,4,4.0-2015,
1-134,1988,IDN,Indonesia,Government of Indonesia,,Fretilin,1132,,1,East Timor,1,1,3,1975-12-07,1,1975-12-07,1,1,1988-12-31,5,850,,,,850,3,4.0-2015,
1-137,1988,AFG,Afghanistan,Government of Afghanistan,Government of Russia (Soviet Union),"Harakat-i Inqilab-i Islami-yi Afghanistan , Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Ittihad-i Islami Bara-yi Azadi-yi Afghanistan , Jabha-yi Nijat-i Milli-yi Afghanistan , Jam'iyyat-i Islami-yi Afghanistan, Mahaz-i Milli-yi Islami-yi Afghanistan ","1135, 1141, 1136, 1139, 1137, 1134, 1138",,2,,2,1,4,1975-12-31,5,1978-04-27,1,0,,,700,365,,,700,3,4.0-2015,
1-136,1988,MOZ,Mozambique,Government of Mozambique,"Government of Tanzania, Government of Zimbabwe (Rhodesia)",Renamo,1347,,2,,2,1,4,1977-12-31,6,1977-12-31,6,0,,,541,"510, 552",,,541,4,4.0-2015,
1-150,1988,ZAF,South Africa,Government of South Africa,,ANC,1364,,2,,1,0,3,1978-02-01,1,1985-06-26,1,1,1988-12-31,5,560,,,,560,4,4.0-2015,
1-152,1988,IND,India,Government of India,,PLA,1157,,1,Manipur,1,0,3,1979-04-26,1,1982-07-31,3,1,1988-12-31,5,750,,,,750,3,4.0-2015,
1-139,1988,IND,India,Government of India,,TNV,1148,,1,Tripura,1,0,3,1979-07-09,1,1979-12-31,5,1,1988-08-12,1,750,,,,750,3,4.0-2015,
1-156,1988,IND,India,Government of India,,Sikh insurgents,1162,,1,Punjab/Khalistan,2,1,3,1981-09-20,1,1983-12-31,5,0,,,750,,,,750,3,4.0-2015,
1-141,1988,SOM,Somalia,Government of Somalia,,SNM,1350,,2,,2,1,3,1982-01-18,1,1986-03-03,2,0,,,520,,,,520,4,4.0-2015,
1-161,1988,,"Laos, Thailand",Government of Laos,,Government of Thailand,800,,1,Common Border,1,0,2,1982-06-16,1,1986-12-31,5,1,1988-02-17,1,812,,800,,"800, 812",3,4.0-2015,
1-159,1988,TUR,Turkey,Government of Turkey,,PKK,1166,,1,Kurdistan,1,1,3,1983-05-01,1,1984-08-15,1,0,,,640,,,,640,2,4.0-2015,
1-10,1989,PHL,Philippines,Government of Philippines,,"CPP, Military faction (forces of Honasan, Abenina & Zumel)","1010, 1011",,2,,1,1,3,1946-07-31,4,1969-09-30,4,0,,,840,,,,840,3,4.0-2015,
1-22,1989,PRY,Paraguay,Government of Paraguay,,Military faction (forces of Andres Rodriguez),1585,,2,,1,1,3,1947-03-07,2,1989-02-03,1,1,1989-02-03,1,150,,,,150,5,4.0-2015,
1-37,1989,ISR,Israel,Government of Israel,,"PFLP, PFLP-GC","1047, 1048",,1,Palestine,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,4.0-2015,
1-20,1989,,"India, Pakistan",Government of India,,Government of Pakistan,770,,1,Kashmir,1,1,2,1948-12-31,5,1989-12-31,5,0,,,750,,770,,"750, 770",3,4.0-2015,
1-23,1989,MMR,Myanmar (Burma),Government of Myanmar (Burma),,KNU,1021,,1,Karen,2,1,3,1948-12-31,3,1949-01-15,1,0,,,775,,,,775,3,4.0-2015,
1-36,1989,GTM,Guatemala,Government of Guatemala,,URNG,1593,,2,,1,1,3,1949-07-18,1,1965-12-31,5,0,,,90,,,,90,5,4.0-2015,
1-34,1989,MMR,Myanmar (Burma),Government of Myanmar (Burma),,KIO,1043,,1,Kachin,1,1,3,1949-12-31,6,1961-02-28,4,0,,,775,,,,775,3,4.0-2015,
1-63,1989,LBN,Lebanon,Government of Lebanon,Government of Syria,"Forces of Michel Aoun, Lebanese Forces","1084, 1085",,2,,1,1,4,1958-05-15,2,1989-03-14,1,0,,,660,652,,,660,2,4.0-2015,
1-65,1989,LAO,Laos,Government of Laos,,LRM,1088,,2,,1,1,3,1959-11-12,1,1989-08-25,1,0,,,812,,,,812,3,4.0-2015,
1-70,1989,ETH,Ethiopia,Government of Ethiopia,,"EPRDF, Military faction (forces of Amsha Desta and Merid Negusie)","1259, 1258",,2,,2,1,3,1960-12-17,2,1976-06-02,2,0,,,530,,,,530,4,4.0-2015,
1-78,1989,ETH,Ethiopia,Government of Ethiopia,,EPLF,1261,,1,Eritrea,2,1,3,1961-09-30,3,1964-03-15,1,0,,,530,,,,530,4,4.0-2015,
1-74,1989,IRQ,Iraq,Government of Iraq,,"KDP, PUK","1102, 1103",,1,Kurdistan,1,1,3,1961-12-31,3,1973-07-31,3,0,,,645,,,,645,2,4.0-2015,
1-95,1989,PER,Peru,Government of Peru,,"MRTA, Sendero Luminoso","1612, 1611",,2,,2,1,3,1963-05-15,1,1982-08-22,2,0,,,135,,,,135,5,4.0-2015,
1-92,1989,COL,Colombia,Government of Colombia,,"ELN, EPL, FARC","1605, 1607, 1604",,2,,1,1,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2015,
1-91,1989,TCD,Chad,Government of Chad,,"Islamic Legion, MOSANAT, Revolutionary Forces of 1 April ","1288, 1290, 1289",,2,,1,1,3,1966-07-31,4,1989-03-03,2,0,,,483,,,,483,4,4.0-2015,
1-103,1989,KHM,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),Government of Vietnam (North Vietnam),"FUNCINPEC, KPNLF, KR","1115, 1114, 1112",,2,,1,1,4,1967-04-30,3,1978-12-30,2,0,,,811,816,,,811,3,4.0-2015,
1-119,1989,GBR,United Kingdom,Government of United Kingdom,,PIRA,1124,,1,Northern Ireland,1,1,3,1970-08-11,1,1971-08-31,3,0,,,200,,,,200,1,4.0-2015,
1-112,1989,PHL,Philippines,Government of Philippines,,MNLF,1117,,1,Mindanao,1,1,3,1970-08-20,1,1970-08-20,1,0,,,840,,,,840,3,4.0-2015,
1-118,1989,UGA,Uganda,Government of Uganda,,"LRA, UPA","1336, 1334",,2,,2,1,3,1971-01-25,1,1979-01-22,2,0,,,500,,,,500,4,4.0-2015,
1-117,1989,LKA,Sri Lanka,Government of Sri Lanka,,JVP,1123,,2,,1,1,3,1971-04-05,1,1989-02-13,1,0,,,780,,,,780,3,4.0-2015,
1-113,1989,SDN,Sudan,Government of Sudan,,SPLM/A,1312,,2,,2,1,3,1971-07-22,1,1983-05-17,1,0,,,625,,,,625,4,4.0-2015,
1-120,1989,SLV,El Salvador,Government of El Salvador,,FMLN,1616,,2,,2,1,3,1972-03-25,1,1979-09-14,1,0,,,92,,,,92,5,4.0-2015,
1-219,1989,ETH,Ethiopia,Government of Ethiopia,,OLF,1404,,1,Oromiya,1,1,3,1974-08-31,4,1983-07-31,3,0,,,530,,,,530,4,4.0-2015,
1-140,1989,NIC,Nicaragua,Government of Nicaragua,,Contras/FDN,1620,,2,,1,1,3,1974-12-27,2,1982-04-17,1,0,,,93,,,,93,5,4.0-2015,
1-126,1989,BGD,Bangladesh,Government of Bangladesh,,JSS/SB,1127,,1,Chittagong Hill Tracts,1,1,3,1975-02-28,4,1975-02-28,4,0,,,771,,,,771,3,4.0-2015,
1-157,1989,LKA,Sri Lanka,Government of Sri Lanka,,"EPRLF, LTTE","1165, 1163",,1,Eelam,1,1,3,1975-07-27,1,1984-09-01,1,0,,,780,,,,780,3,4.0-2015,
1-135,1989,MAR,Morocco,Government of Morocco,,POLISARIO,1417,,1,Western Sahara,1,1,3,1975-09-01,1,1975-11-04,1,1,1989-11-16,1,600,,,,600,4,4.0-2015,
1-131,1989,AGO,Angola,Government of Angola,Government of Cuba,UNITA,1421,,2,,2,1,4,1975-11-11,1,1975-11-11,1,0,,,540,40,,,540,4,4.0-2015,
1-137,1989,AFG,Afghanistan,Government of Afghanistan,Government of Russia (Soviet Union),"Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Hizb-i Wahdat, Jam'iyyat-i Islami-yi Afghanistan, Mahaz-i Milli-yi Islami-yi Afghanistan ","1141, 1136, 1142, 1134, 1138",,2,,2,1,4,1975-12-31,5,1978-04-27,1,0,,,700,365,,,700,3,4.0-2015,
1-136,1989,MOZ,Mozambique,Government of Mozambique,Government of Zimbabwe (Rhodesia),Renamo,1347,,2,,2,1,4,1977-12-31,6,1977-12-31,6,0,,,541,552,,,541,4,4.0-2015,
1-146,1989,LBR,Liberia,Government of Liberia,,NPFL,1358,,2,,1,0,3,1980-04-12,1,1989-12-26,1,0,,,450,,,,450,4,4.0-2015,
1-156,1989,IND,India,Government of India,,Sikh insurgents,1162,,1,Punjab/Khalistan,1,1,3,1981-09-20,1,1983-12-31,5,0,,,750,,,,750,3,4.0-2015,
1-141,1989,SOM,Somalia,Government of Somalia,,"SNM, SPM","1350, 1351",,2,,1,1,3,1982-01-18,1,1986-03-03,2,0,,,520,,,,520,4,4.0-2015,
1-159,1989,TUR,Turkey,Government of Turkey,,PKK,1166,,1,Kurdistan,1,1,3,1983-05-01,1,1984-08-15,1,0,,,640,,,,640,2,4.0-2015,
1-227,1989,IND,India,Government of India,,ABSU,1205,,1,Bodoland,1,0,3,1989-02-16,1,1989-03-16,5,0,,,750,,,,750,3,4.0-2015,
1-186,1989,HTI,Haiti,Government of Haiti,,Military faction (forces of Himmler Rebu and Guy Francois) ,1624,,2,,1,0,3,1989-04-03,1,1989-04-08,2,1,1989-04-11,1,41,,,,41,5,4.0-2015,
1-172,1989,PAN,Panama,Government of Panama,,Military faction (forces of Moisés Giroldi) ,1622,,2,,1,0,3,1989-10-03,1,1989-10-03,1,1,1989-10-03,1,95,,,,95,5,4.0-2015,
1-167,1989,COM,Comoros,Government of Comoros,,Presidential guard,1370,,2,,1,0,3,1989-11-27,2,1989-11-29,1,1,1989-11-29,1,581,,,,581,4,4.0-2015,
1-173,1989,,"Panama, United States of America",Government of Panama,,Government of United States of America,2,,2,,1,0,2,1989-12-16,1,1989-12-23,2,1,1989-12-23,2,95,,2,,"2, 95",5,4.0-2015,
1-175,1989,ROU,Romania,Government of Rumania,,NSF,1172,,2,,1,0,3,1989-12-22,2,1989-12-22,2,1,1989-12-23,1,360,,,,360,1,4.0-2015,
1-6,1990,IRN,Iran,Government of Iran,,KDPI,1005,,1,Kurdistan,1,1,3,1946-05-31,3,1990-07-10,2,1,1990-08-17,2,630,,,,630,2,4.0-2015,
1-10,1990,PHL,Philippines,Government of Philippines,,"CPP, Military faction (forces of Honasan, Abenina & Zumel)","1010, 1011",,2,,2,1,3,1946-07-31,4,1969-09-30,4,0,,,840,,,,840,3,4.0-2015,
1-24,1990,MMR,Myanmar (Burma),Government of Myanmar (Burma),,ABSDF,1026,,2,,1,1,3,1948-02-29,4,1990-12-31,5,0,,,775,,,,775,3,4.0-2015,
1-37,1990,ISR,Israel,Government of Israel,,Fatah,1049,,1,Palestine,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,4.0-2015,
1-20,1990,,"India, Pakistan",Government of India,,Government of Pakistan,770,,1,Kashmir,1,1,2,1948-12-31,5,1989-12-31,5,0,,,750,,770,,"750, 770",3,4.0-2015,
1-23,1990,MMR,Myanmar (Burma),Government of Myanmar (Burma),,KNU,1021,,1,Karen,1,1,3,1948-12-31,3,1949-01-15,1,0,,,775,,,,775,3,4.0-2015,
1-26,1990,MMR,Myanmar (Burma),Government of Myanmar (Burma),,NMSP,1032,,1,Mon,1,0,3,1948-12-31,3,1990-02-13,3,1,1990-03-22,1,775,,,,775,3,4.0-2015,
1-36,1990,GTM,Guatemala,Government of Guatemala,,URNG,1593,,2,,1,1,3,1949-07-18,1,1965-12-31,5,0,,,90,,,,90,5,4.0-2015,
1-34,1990,MMR,Myanmar (Burma),Government of Myanmar (Burma),,KIO,1043,,1,Kachin,1,1,3,1949-12-31,6,1961-02-28,4,0,,,775,,,,775,3,4.0-2015,
1-63,1990,LBN,Lebanon,Government of Lebanon,Government of Syria,Forces of Michel Aoun,1084,,2,,1,1,4,1958-05-15,2,1989-03-14,1,1,1990-10-13,1,660,652,,,660,2,4.0-2015,
1-65,1990,LAO,Laos,Government of Laos,,LRM,1088,,2,,1,1,3,1959-11-12,1,1989-08-25,1,1,1990-04-10,5,812,,,,812,3,4.0-2015,
1-70,1990,ETH,Ethiopia,Government of Ethiopia,,EPRDF,1259,,2,,2,1,3,1960-12-17,2,1976-06-02,2,0,,,530,,,,530,4,4.0-2015,
1-78,1990,ETH,Ethiopia,Government of Ethiopia,,EPLF,1261,,1,Eritrea,2,1,3,1961-09-30,3,1964-03-15,1,0,,,530,,,,530,4,4.0-2015,
1-74,1990,IRQ,Iraq,Government of Iraq,,"KDP, PUK","1102, 1103",,1,Kurdistan,1,1,3,1961-12-31,3,1973-07-31,3,0,,,645,,,,645,2,4.0-2015,
1-95,1990,PER,Peru,Government of Peru,,"MRTA, Sendero Luminoso","1612, 1611",,2,,2,1,3,1963-05-15,1,1982-08-22,2,0,,,135,,,,135,5,4.0-2015,
1-92,1990,COL,Colombia,Government of Colombia,,"ELN, EPL, FARC","1605, 1607, 1604",,2,,1,1,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2015,
1-91,1990,TCD,Chad,Government of Chad,,"Islamic Legion, MPS","1288, 1291",,2,,2,1,3,1966-07-31,4,1989-03-03,2,0,,,483,,,,483,4,4.0-2015,
1-103,1990,KHM,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,"KPNLF, KR","1114, 1112",,2,,1,1,3,1967-04-30,3,1978-12-30,2,0,,,811,,,,811,3,4.0-2015,
1-119,1990,GBR,United Kingdom,Government of United Kingdom,,PIRA,1124,,1,Northern Ireland,1,1,3,1970-08-11,1,1971-08-31,3,0,,,200,,,,200,1,4.0-2015,
1-112,1990,PHL,Philippines,Government of Philippines,,"MILF, MNLF","1118, 1117",,1,Mindanao,1,1,3,1970-08-20,1,1970-08-20,1,1,1990-08-02,1,840,,,,840,3,4.0-2015,
1-118,1990,UGA,Uganda,Government of Uganda,,"LRA, UPA","1336, 1334",,2,,1,1,3,1971-01-25,1,1979-01-22,2,0,,,500,,,,500,4,4.0-2015,
1-117,1990,LKA,Sri Lanka,Government of Sri Lanka,,JVP,1123,,2,,1,1,3,1971-04-05,1,1989-02-13,1,1,1990-02-23,1,780,,,,780,3,4.0-2015,
1-113,1990,SDN,Sudan,Government of Sudan,,SPLM/A,1312,,2,,2,1,3,1971-07-22,1,1983-05-17,1,0,,,625,,,,625,4,4.0-2015,
1-120,1990,SLV,El Salvador,Government of El Salvador,,FMLN,1616,,2,,1,1,3,1972-03-25,1,1979-09-14,1,0,,,92,,,,92,5,4.0-2015,
1-219,1990,ETH,Ethiopia,Government of Ethiopia,,OLF,1404,,1,Oromiya,1,1,3,1974-08-31,4,1983-07-31,3,0,,,530,,,,530,4,4.0-2015,
1-140,1990,NIC,Nicaragua,Government of Nicaragua,,Contras/FDN,1620,,2,,1,1,3,1974-12-27,2,1982-04-17,1,1,1990-04-15,2,93,,,,93,5,4.0-2015,
1-126,1990,BGD,Bangladesh,Government of Bangladesh,,JSS/SB,1127,,1,Chittagong Hill Tracts,1,1,3,1975-02-28,4,1975-02-28,4,0,,,771,,,,771,3,4.0-2015,
1-157,1990,LKA,Sri Lanka,Government of Sri Lanka,,LTTE,1163,,1,Eelam,2,1,3,1975-07-27,1,1984-09-01,1,0,,,780,,,,780,3,4.0-2015,
1-131,1990,AGO,Angola,Government of Angola,,UNITA,1421,,2,,2,1,3,1975-11-11,1,1975-11-11,1,0,,,540,,,,540,4,4.0-2015,
1-137,1990,AFG,Afghanistan,Government of Afghanistan,,"Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Hizb-i Wahdat, Jam'iyyat-i Islami-yi Afghanistan, Military faction (forces of Shahnawaz Tanay)","1141, 1136, 1142, 1134, 1143",,2,,2,1,3,1975-12-31,5,1978-04-27,1,0,,,700,,,,700,3,4.0-2015,
1-136,1990,MOZ,Mozambique,Government of Mozambique,Government of Zimbabwe (Rhodesia),Renamo,1347,,2,,2,1,4,1977-12-31,6,1977-12-31,6,0,,,541,552,,,541,4,4.0-2015,
1-146,1990,LBR,Liberia,Government of Liberia,,"INPFL, NPFL","1359, 1358",,2,,1,0,3,1980-04-12,1,1989-12-26,1,1,1990-12-31,5,450,,,,450,4,4.0-2015,
1-156,1990,IND,India,Government of India,,Sikh insurgents,1162,,1,Punjab/Khalistan,2,1,3,1981-09-20,1,1983-12-31,5,0,,,750,,,,750,3,4.0-2015,
1-141,1990,SOM,Somalia,Government of Somalia,,"SNM, SPM, USC/SSA","1350, 1351, 1352",,2,,2,1,3,1982-01-18,1,1986-03-03,2,0,,,520,,,,520,4,4.0-2015,
1-159,1990,TUR,Turkey,Government of Turkey,,PKK,1166,,1,Kurdistan,1,1,3,1983-05-01,1,1984-08-15,1,0,,,640,,,,640,2,4.0-2015,
1-170,1990,IND,India,Government of India,,ULFA,1169,,1,Assam,1,0,3,1983-12-31,5,1990-11-30,2,1,1990-11-30,2,750,,,,750,3,4.0-2015,
1-169,1990,IND,India,Government of India,,Kashmir insurgents,1168,,1,Kashmir,1,0,3,1984-02-06,1,1990-02-12,1,0,,,750,,,,750,3,4.0-2015,
1-251,1990,ISR,Israel,Government of Israel,,Hezbollah,1209,,1,Southern Lebanon,1,0,3,1986-09-30,4,1990-07-10,1,0,,,666,,,,666,2,4.0-2015,
1-180,1990,SEN,Senegal,Government of Senegal,,MFDC,1381,,1,Casamance,1,0,3,1988-12-31,3,1990-08-31,2,1,1990-12-31,5,433,,,,433,4,4.0-2015,
1-227,1990,IND,India,Government of India,,ABSU,1205,,1,Bodoland,1,0,3,1989-02-16,1,1989-03-16,5,1,1990-12-31,5,750,,,,750,3,4.0-2015,
1-174,1990,PNG,Papua New Guinea,Government of Papua New Guinea,,BRA,1171,,1,Bougainville,1,0,3,1989-04-06,1,1990-02-07,1,1,1990-10-01,1,910,,,,910,3,4.0-2015,
1-171,1990,IDN,Indonesia,Government of Indonesia,,GAM,1170,,1,Aceh,1,0,3,1989-05-02,3,1990-06-06,1,0,,,850,,,,850,3,4.0-2015,
1-181,1990,RUS,Russia (Soviet Union),Government of Russia (Soviet Union),,Republic of Armenia,1173,,1,Nagorno-Karabakh,1,0,3,1990-01-19,3,1990-08-22,3,0,,,365,,,,365,1,4.0-2015,
1-182,1990,RUS,Russia (Soviet Union),Government of Russia (Soviet Union),,APF,1174,,1,Azerbaijan,1,0,3,1990-01-19,1,1990-01-19,1,1,1990-01-20,1,365,,,,365,1,4.0-2015,
1-209,1990,PAK,Pakistan,Government of Pakistan,,MQM,1197,,2,,1,0,3,1990-02-11,2,1990-02-11,2,1,1990-02-11,2,770,,,,770,3,4.0-2015,
